source_id,task_success_rate,corroboration_score,report_timeliness,handler_confidence,deception_score,ci_flag,reliability_score,behavior_class,scenario_probability
SRC_00332,0.815,0.903,0.596,0.791,0.347,0,0.656,uncertain,0.53
SRC_00333,0.31,0.64,0.551,0.77,0.47,0,0.408,coerced,0.335
SRC_00334,0.379,0.724,0.666,0.979,0.149,0,0.552,uncertain,0.454
SRC_00335,0.331,0.594,0.785,0.69,0.209,0,0.477,uncertain,0.414
SRC_00336,0.328,0.826,0.587,0.901,0.396,0,0.498,coerced,0.342
SRC_00337,0.882,0.225,0.448,0.317,0.308,0,0.412,uncertain,0.32
SRC_00338,0.778,0.401,0.825,0.385,0.656,0,0.458,deceptive,0.184
SRC_00339,0.622,0.552,0.675,0.539,0.657,0,0.442,deceptive,0.305
SRC_00340,0.367,0.257,0.734,0.727,0.269,0,0.39,uncertain,0.342
SRC_00341,0.634,0.729,0.673,0.61,0.361,1,0.444,deceptive,0.463
SRC_00342,0.622,0.495,0.934,0.44,0.781,0,0.446,deceptive,0.263
SRC_00343,0.418,0.405,0.735,0.707,0.662,0,0.38,deceptive,0.169
SRC_00344,0.595,0.203,0.954,0.691,0.173,0,0.498,uncertain,0.504
SRC_00345,0.571,0.74,0.706,0.662,0.224,0,0.563,uncertain,0.555
SRC_00346,0.719,0.825,0.576,0.362,0.067,0,0.581,uncertain,0.63
SRC_00347,0.732,0.496,0.613,0.94,0.542,0,0.526,coerced,0.292
SRC_00348,0.331,0.623,0.713,0.709,0.254,0,0.466,uncertain,0.367
SRC_00349,0.555,0.371,0.718,0.482,0.429,0,0.411,coerced,0.258
SRC_00350,0.726,0.667,0.812,0.774,0.615,0,0.571,deceptive,0.494
SRC_00351,0.642,0.209,0.535,0.519,0.669,0,0.329,deceptive,0.202
SRC_00352,0.882,0.566,0.795,0.649,0.26,1,0.523,deceptive,0.515
SRC_00353,0.748,0.683,0.867,0.535,0.19,0,0.62,uncertain,0.518
SRC_00354,0.411,0.889,0.806,0.907,0.679,0,0.541,deceptive,0.378
SRC_00355,0.348,0.486,0.689,0.986,0.305,0,0.466,uncertain,0.308
SRC_00356,0.737,0.774,0.995,0.411,0.658,0,0.577,deceptive,0.357
SRC_00357,0.318,0.648,0.643,0.316,0.12,0,0.415,uncertain,0.391
SRC_00358,0.698,0.895,0.464,0.451,0.73,0,0.484,deceptive,0.313
SRC_00359,0.939,0.499,0.893,0.707,0.387,0,0.633,uncertain,0.556
SRC_00360,0.691,0.439,0.527,0.42,0.136,0,0.465,uncertain,0.398
SRC_00361,0.564,0.865,0.828,0.86,0.428,0,0.616,uncertain,0.53
SRC_00362,0.737,0.237,0.507,0.582,0.696,0,0.365,deceptive,0.191
SRC_00363,0.612,0.302,0.41,0.721,0.311,0,0.403,uncertain,0.404
SRC_00364,0.671,0.262,0.496,0.614,0.142,0,0.437,uncertain,0.38
SRC_00365,0.94,0.832,0.626,0.923,0.461,0,0.684,uncertain,0.477
SRC_00366,0.563,0.208,0.464,0.324,0.668,0,0.262,deceptive,0.126
SRC_00367,0.954,0.846,0.519,0.803,0.097,0,0.707,uncertain,0.7
SRC_00368,0.916,0.538,0.859,0.75,0.033,0,0.689,uncertain,0.636
SRC_00369,0.433,0.203,0.862,0.748,0.045,0,0.458,uncertain,0.43
SRC_00370,0.347,0.501,0.89,0.586,0.184,0,0.468,uncertain,0.432
SRC_00371,0.369,0.34,0.905,0.311,0.006,0,0.422,uncertain,0.402
SRC_00372,0.312,0.668,0.652,0.776,0.343,0,0.456,uncertain,0.315
SRC_00373,0.364,0.71,0.921,0.872,0.558,0,0.518,deceptive,0.369
SRC_00374,0.764,0.566,0.716,0.359,0.568,0,0.483,deceptive,0.385
SRC_00375,0.348,0.23,0.682,0.605,0.509,0,0.313,coerced,0.168
SRC_00376,0.517,0.692,0.831,0.412,0.237,0,0.521,uncertain,0.472
SRC_00377,0.875,0.832,0.528,0.722,0.589,0,0.596,deceptive,0.44
SRC_00378,0.316,0.74,0.874,0.842,0.461,0,0.512,coerced,0.335
SRC_00379,0.854,0.822,0.658,0.76,0.689,0,0.604,deceptive,0.426
SRC_00380,0.492,0.35,0.476,0.519,0.382,0,0.351,coerced,0.233
SRC_00381,0.38,0.867,0.472,0.396,0.144,0,0.463,uncertain,0.465
SRC_00382,0.774,0.442,0.499,0.848,0.508,0,0.494,coerced,0.429
SRC_00383,0.728,0.21,0.934,0.524,0.121,1,0.418,deceptive,0.432
SRC_00384,0.897,0.833,0.995,0.315,0.771,0,0.608,deceptive,0.378
SRC_00385,0.8,0.906,0.614,0.694,0.563,0,0.609,deceptive,0.41
SRC_00386,0.846,0.692,0.575,0.47,0.605,0,0.522,deceptive,0.295
SRC_00387,0.492,0.374,0.531,0.88,0.543,0,0.398,coerced,0.271
SRC_00388,0.421,0.389,0.894,0.399,0.078,0,0.45,uncertain,0.395
SRC_00389,0.81,0.55,0.526,0.6,0.372,0,0.52,coerced,0.371
SRC_00390,0.849,0.873,0.954,0.475,0.521,0,0.657,uncertain,0.625
SRC_00391,0.974,0.312,0.8,0.776,0.183,0,0.619,uncertain,0.598
SRC_00392,0.581,0.819,0.938,0.678,0.544,0,0.587,uncertain,0.468
SRC_00393,0.553,0.418,0.732,0.846,0.656,0,0.445,deceptive,0.295
SRC_00394,0.828,0.806,0.814,0.616,0.22,1,0.572,deceptive,0.598
SRC_00395,0.532,0.89,0.772,0.303,0.16,0,0.558,uncertain,0.51
SRC_00396,0.933,0.521,0.899,0.448,0.707,0,0.551,deceptive,0.405
SRC_00397,0.884,0.474,0.902,0.989,0.004,0,0.712,uncertain,0.756
SRC_00398,0.592,0.802,0.754,0.58,0.205,0,0.585,uncertain,0.627
SRC_00399,0.811,0.597,0.78,0.728,0.325,0,0.609,uncertain,0.528
SRC_00400,0.813,0.713,0.953,0.924,0.538,0,0.671,uncertain,0.598
SRC_00401,0.37,0.667,0.958,0.314,0.798,0,0.397,deceptive,0.106
SRC_00402,0.914,0.315,0.799,0.755,0.297,0,0.581,uncertain,0.613
SRC_00403,0.644,0.834,0.405,0.499,0.759,0,0.444,deceptive,0.275
SRC_00404,0.862,0.347,0.463,0.493,0.293,0,0.468,uncertain,0.433
SRC_00405,0.518,0.899,0.915,0.455,0.556,1,0.448,deceptive,0.245
SRC_00406,0.909,0.388,0.451,0.868,0.132,0,0.57,uncertain,0.47
SRC_00407,0.565,0.75,0.528,0.557,0.368,0,0.491,coerced,0.367
SRC_00408,0.307,0.413,0.538,0.346,0.697,0,0.25,deceptive,0.077
SRC_00409,0.916,0.438,0.76,0.367,0.256,0,0.553,uncertain,0.476
SRC_00410,0.362,0.433,0.746,0.403,0.084,0,0.414,uncertain,0.373
SRC_00411,0.517,0.761,0.574,0.92,0.418,0,0.535,coerced,0.421
SRC_00412,0.946,0.618,0.525,0.595,0.352,0,0.58,uncertain,0.375
SRC_00413,0.946,0.862,0.859,0.932,0.184,0,0.783,cooperative,0.758
SRC_00414,0.69,0.431,0.961,0.864,0.724,0,0.528,deceptive,0.339
SRC_00415,0.73,0.719,0.432,0.878,0.481,0,0.545,coerced,0.472
SRC_00416,0.605,0.765,0.48,0.498,0.278,0,0.502,uncertain,0.409
SRC_00417,0.499,0.314,0.785,0.487,0.797,0,0.339,deceptive,0.121
SRC_00418,0.523,0.5,0.883,0.686,0.11,1,0.445,deceptive,0.425
SRC_00419,0.757,0.562,0.875,0.588,0.678,0,0.529,deceptive,0.394
SRC_00420,0.812,0.467,0.832,0.651,0.184,0,0.597,uncertain,0.609
SRC_00421,0.838,0.442,0.932,0.337,0.192,0,0.57,uncertain,0.52
SRC_00422,0.837,0.715,0.53,0.97,0.399,0,0.621,uncertain,0.543
SRC_00423,0.362,0.362,0.464,0.34,0.53,0,0.263,coerced,0.132
SRC_00424,0.636,0.732,0.769,0.423,0.552,0,0.508,deceptive,0.355
SRC_00425,0.339,0.901,0.893,0.768,0.018,0,0.618,uncertain,0.517
SRC_00426,0.674,0.624,0.749,0.407,0.229,0,0.535,uncertain,0.488
SRC_00427,0.6,0.659,0.978,0.374,0.528,0,0.517,coerced,0.339
SRC_00428,0.904,0.252,0.877,0.406,0.712,0,0.464,deceptive,0.33
SRC_00429,0.539,0.848,0.82,0.343,0.536,0,0.509,coerced,0.332
SRC_00430,0.38,0.414,0.436,0.473,0.213,0,0.344,uncertain,0.262
SRC_00431,0.397,0.661,0.465,0.487,0.406,0,0.39,coerced,0.247
SRC_00432,0.818,0.934,0.871,0.644,0.518,0,0.672,uncertain,0.569
SRC_00433,0.72,0.647,0.519,0.603,0.108,0,0.556,uncertain,0.514
SRC_00434,0.369,0.744,0.417,0.627,0.436,0,0.409,coerced,0.328
SRC_00435,0.357,0.534,0.946,0.725,0.377,0,0.482,coerced,0.254
SRC_00436,0.777,0.245,0.934,0.459,0.269,0,0.51,uncertain,0.542
SRC_00437,0.349,0.798,0.531,0.393,0.499,0,0.395,coerced,0.22
SRC_00438,0.859,0.226,0.868,0.906,0.509,0,0.547,coerced,0.458
SRC_00439,0.78,0.725,0.429,0.737,0.777,0,0.495,deceptive,0.326
SRC_00440,0.355,0.217,0.571,0.342,0.343,0,0.275,uncertain,0.225
SRC_00441,0.358,0.847,0.774,0.963,0.425,0,0.555,uncertain,0.408
SRC_00442,0.971,0.318,0.858,0.778,0.126,0,0.64,uncertain,0.592
SRC_00443,0.555,0.586,0.406,0.405,0.439,0,0.389,coerced,0.299
SRC_00444,0.552,0.648,0.596,0.969,0.029,0,0.588,uncertain,0.581
SRC_00445,0.853,0.543,0.529,0.552,0.12,1,0.462,deceptive,0.387
SRC_00446,0.944,0.456,0.999,0.979,0.137,0,0.723,uncertain,0.717
SRC_00447,0.97,0.551,0.803,0.371,0.506,0,0.569,uncertain,0.557
SRC_00448,0.812,0.434,0.643,0.41,0.454,0,0.474,coerced,0.339
SRC_00449,0.556,0.529,0.445,0.754,0.638,0,0.405,deceptive,0.27
SRC_00450,0.357,0.469,0.759,0.315,0.372,0,0.368,coerced,0.286
SRC_00451,0.828,0.625,0.785,0.313,0.38,0,0.552,uncertain,0.438
SRC_00452,0.68,0.378,0.89,0.846,0.129,0,0.584,uncertain,0.592
SRC_00453,0.588,0.941,0.573,0.416,0.594,0,0.5,deceptive,0.391
SRC_00454,0.916,0.576,0.989,0.934,0.003,0,0.756,cooperative,0.728
SRC_00455,0.376,0.346,0.664,0.594,0.34,0,0.37,uncertain,0.357
SRC_00456,0.635,0.558,0.578,0.903,0.151,0,0.558,uncertain,0.521
SRC_00457,0.308,0.85,0.609,0.588,0.617,0,0.422,deceptive,0.322
SRC_00458,0.619,0.216,0.712,0.666,0.539,0,0.401,coerced,0.283
SRC_00459,0.338,0.71,0.962,0.518,0.565,0,0.464,deceptive,0.325
SRC_00460,0.381,0.611,0.841,0.754,0.119,0,0.53,uncertain,0.5
SRC_00461,0.38,0.327,0.746,0.52,0.535,0,0.343,coerced,0.243
SRC_00462,0.741,0.813,0.498,0.454,0.553,0,0.51,deceptive,0.317
SRC_00463,0.807,0.477,0.49,0.356,0.002,0,0.512,uncertain,0.53
SRC_00464,0.697,0.42,0.701,0.34,0.254,0,0.467,uncertain,0.469
SRC_00465,0.954,0.821,0.837,0.511,0.07,0,0.725,uncertain,0.733
SRC_00466,0.555,0.679,0.851,0.808,0.545,0,0.546,coerced,0.322
SRC_00467,0.494,0.874,0.536,0.442,0.17,0,0.515,uncertain,0.403
SRC_00468,0.891,0.672,0.46,0.506,0.212,0,0.571,uncertain,0.519
SRC_00469,0.452,0.756,0.631,0.925,0.063,0,0.58,uncertain,0.525
SRC_00470,0.955,0.827,0.951,0.741,0.387,0,0.737,uncertain,0.685
SRC_00471,0.308,0.241,0.727,0.935,0.026,0,0.434,uncertain,0.404
SRC_00472,0.96,0.782,0.592,0.929,0.676,0,0.64,deceptive,0.499
SRC_00473,0.329,0.66,0.594,0.344,0.021,0,0.431,uncertain,0.523
SRC_00474,0.906,0.252,0.479,0.959,0.049,1,0.467,deceptive,0.456
SRC_00475,0.659,0.581,0.684,0.335,0.512,0,0.453,coerced,0.274
SRC_00476,0.975,0.262,0.875,0.939,0.734,0,0.564,deceptive,0.4
SRC_00477,0.35,0.752,0.981,0.677,0.714,0,0.484,deceptive,0.32
SRC_00478,0.677,0.61,0.701,0.668,0.067,0,0.586,uncertain,0.582
SRC_00479,0.959,0.915,0.5,0.792,0.231,0,0.701,uncertain,0.712
SRC_00480,0.656,0.337,0.81,0.907,0.417,0,0.517,coerced,0.353
SRC_00481,0.728,0.655,0.854,0.726,0.021,0,0.659,uncertain,0.704
SRC_00482,0.773,0.359,0.443,0.594,0.423,0,0.436,coerced,0.3
SRC_00483,0.609,0.661,0.91,0.377,0.358,0,0.533,coerced,0.513
SRC_00484,0.727,0.742,0.898,0.845,0.471,1,0.539,deceptive,0.315
SRC_00485,0.697,0.742,0.684,0.389,0.736,0,0.479,deceptive,0.407
SRC_00486,0.913,0.811,0.736,0.801,0.22,0,0.711,uncertain,0.642
SRC_00487,0.331,0.84,0.828,0.664,0.511,0,0.498,coerced,0.31
SRC_00488,0.491,0.258,0.806,0.566,0.344,0,0.406,uncertain,0.365
SRC_00489,0.946,0.457,0.41,0.723,0.348,0,0.536,uncertain,0.475
SRC_00490,0.905,0.715,0.473,0.833,0.518,0,0.592,uncertain,0.485
SRC_00491,0.61,0.574,0.498,0.949,0.761,0,0.454,deceptive,0.31
SRC_00492,0.722,0.343,0.853,0.483,0.69,0,0.442,deceptive,0.271
SRC_00493,0.489,0.615,0.664,0.954,0.512,0,0.5,coerced,0.357
SRC_00494,0.428,0.506,0.727,0.963,0.369,0,0.489,coerced,0.339
SRC_00495,0.615,0.493,0.864,0.861,0.339,0,0.559,uncertain,0.469
SRC_00496,0.54,0.807,0.605,0.908,0.63,1,0.426,deceptive,0.243
SRC_00497,0.697,0.506,0.849,0.778,0.175,0,0.596,uncertain,0.552
SRC_00498,0.353,0.22,0.665,0.327,0.47,0,0.272,coerced,0.16
SRC_00499,0.963,0.244,0.626,0.697,0.404,1,0.419,deceptive,0.405
SRC_00500,0.971,0.842,0.6,0.816,0.519,0,0.666,uncertain,0.499
SRC_00501,0.775,0.92,0.979,0.95,0.15,0,0.778,cooperative,0.733
SRC_00502,0.665,0.716,0.863,0.694,0.557,0,0.572,deceptive,0.411
SRC_00503,0.51,0.473,0.412,0.848,0.502,0,0.406,coerced,0.21
SRC_00504,0.853,0.904,0.974,0.786,0.144,0,0.773,cooperative,0.883
SRC_00505,0.766,0.697,0.865,0.494,0.36,0,0.597,uncertain,0.46
SRC_00506,0.411,0.833,0.49,0.407,0.543,0,0.409,coerced,0.292
SRC_00507,0.919,0.774,0.446,0.818,0.721,0,0.573,deceptive,0.478
SRC_00508,0.859,0.484,0.585,0.461,0.098,0,0.55,uncertain,0.464
SRC_00509,0.946,0.559,0.775,0.469,0.007,0,0.648,uncertain,0.69
SRC_00510,0.793,0.34,0.77,0.744,0.132,0,0.569,uncertain,0.459
SRC_00511,0.717,0.419,0.566,0.844,0.791,0,0.441,deceptive,0.203
SRC_00512,0.584,0.784,0.667,0.702,0.615,0,0.518,deceptive,0.392
SRC_00513,0.934,0.87,0.527,0.911,0.491,0,0.666,uncertain,0.53
SRC_00514,0.889,0.743,0.43,0.446,0.106,0,0.589,uncertain,0.635
SRC_00515,0.331,0.549,0.71,0.474,0.333,0,0.4,uncertain,0.323
SRC_00516,0.318,0.265,0.608,0.739,0.572,0,0.308,deceptive,0.191
SRC_00517,0.556,0.243,0.726,0.872,0.717,0,0.396,deceptive,0.182
SRC_00518,0.851,0.481,0.968,0.672,0.305,0,0.624,uncertain,0.496
SRC_00519,0.971,0.548,0.486,0.307,0.8,0,0.452,deceptive,0.194
SRC_00520,0.402,0.657,0.401,0.767,0.112,0,0.463,uncertain,0.388
SRC_00521,0.704,0.205,0.446,0.861,0.31,0,0.434,uncertain,0.322
SRC_00522,0.559,0.942,0.678,0.491,0.7,0,0.507,deceptive,0.39
SRC_00523,0.96,0.473,0.824,0.337,0.52,0,0.544,coerced,0.434
SRC_00524,0.873,0.836,0.748,0.657,0.649,0,0.622,deceptive,0.396
SRC_00525,0.87,0.601,0.697,0.329,0.726,0,0.491,deceptive,0.289
SRC_00526,0.619,0.298,0.612,0.587,0.406,0,0.41,coerced,0.307
SRC_00527,0.582,0.798,0.586,0.312,0.188,0,0.51,uncertain,0.61
SRC_00528,0.486,0.732,0.626,0.455,0.555,0,0.439,deceptive,0.301
SRC_00529,0.338,0.596,0.767,0.568,0.451,0,0.421,coerced,0.331
SRC_00530,0.888,0.586,0.501,0.377,0.618,0,0.477,deceptive,0.273
SRC_00531,0.853,0.266,0.863,0.379,0.409,0,0.49,coerced,0.424
SRC_00532,0.98,0.692,0.745,0.871,0.649,0,0.649,deceptive,0.556
SRC_00533,0.978,0.883,0.561,0.329,0.722,1,0.467,deceptive,0.279
SRC_00534,0.678,0.27,0.701,0.775,0.6,1,0.337,deceptive,0.218
SRC_00535,0.823,0.398,0.978,0.862,0.595,0,0.582,deceptive,0.462
SRC_00536,0.942,0.877,0.412,0.39,0.47,0,0.572,uncertain,0.458
SRC_00537,0.878,0.413,0.52,0.435,0.377,0,0.479,coerced,0.449
SRC_00538,0.468,0.69,0.669,0.743,0.778,0,0.441,deceptive,0.207
SRC_00539,0.606,0.601,0.783,0.518,0.516,0,0.489,coerced,0.316
SRC_00540,0.388,0.647,0.527,0.629,0.672,0,0.377,deceptive,0.209
SRC_00541,0.949,0.512,0.959,0.877,0.404,1,0.575,deceptive,0.455
SRC_00542,0.712,0.425,0.786,0.395,0.444,0,0.47,coerced,0.213
SRC_00543,0.455,0.236,0.926,0.728,0.53,0,0.41,coerced,0.241
SRC_00544,0.757,0.758,0.598,0.95,0.583,1,0.491,deceptive,0.239
SRC_00545,0.72,0.76,0.897,0.34,0.359,0,0.583,uncertain,0.477
SRC_00546,0.544,0.703,0.627,0.341,0.285,0,0.473,uncertain,0.437
SRC_00547,0.377,0.683,0.552,0.683,0.192,1,0.368,deceptive,0.323
SRC_00548,0.757,0.383,0.947,0.962,0.339,0,0.606,uncertain,0.528
SRC_00549,0.654,0.217,0.455,0.452,0.169,0,0.384,uncertain,0.334
SRC_00550,0.825,0.807,0.966,0.528,0.333,0,0.672,uncertain,0.599
SRC_00551,0.654,0.568,0.675,0.368,0.7,0,0.423,deceptive,0.389
SRC_00552,0.879,0.43,0.996,0.55,0.782,0,0.536,deceptive,0.323
SRC_00553,0.675,0.276,0.724,0.331,0.462,0,0.397,coerced,0.281
SRC_00554,0.681,0.247,0.854,0.568,0.117,0,0.505,uncertain,0.433
SRC_00555,0.896,0.462,0.404,0.683,0.342,0,0.516,uncertain,0.335
SRC_00556,0.574,0.804,0.698,0.973,0.482,0,0.586,uncertain,0.479
SRC_00557,0.391,0.889,0.842,0.865,0.297,0,0.593,uncertain,0.575
SRC_00558,0.32,0.873,0.87,0.867,0.164,1,0.494,deceptive,0.569
SRC_00559,0.813,0.89,0.495,0.457,0.181,0,0.607,uncertain,0.552
SRC_00560,0.722,0.881,0.651,0.36,0.379,0,0.564,uncertain,0.456
SRC_00561,0.779,0.595,0.651,0.716,0.173,0,0.594,uncertain,0.598
SRC_00562,0.445,0.365,0.462,0.66,0.2,0,0.386,uncertain,0.422
SRC_00563,0.393,0.799,0.666,0.656,0.698,0,0.445,deceptive,0.209
SRC_00564,0.31,0.36,0.884,0.375,0.623,0,0.323,deceptive,0.2
SRC_00565,0.538,0.4,0.58,0.641,0.044,0,0.467,uncertain,0.547
SRC_00566,0.701,0.375,0.66,0.404,0.256,0,0.458,uncertain,0.382
SRC_00567,0.567,0.586,0.977,0.591,0.426,0,0.537,coerced,0.373
SRC_00568,0.597,0.441,0.419,0.343,0.048,0,0.417,uncertain,0.444
SRC_00569,0.915,0.316,0.755,0.891,0.547,0,0.556,uncertain,0.352
SRC_00570,0.537,0.54,0.846,0.309,0.308,0,0.465,uncertain,0.448
SRC_00571,0.65,0.855,0.857,0.948,0.318,0,0.675,uncertain,0.695
SRC_00572,0.833,0.628,0.83,0.895,0.212,0,0.675,uncertain,0.597
SRC_00573,0.57,0.859,0.836,0.819,0.267,0,0.636,uncertain,0.652
SRC_00574,0.723,0.347,0.435,0.978,0.689,0,0.434,deceptive,0.293
SRC_00575,0.886,0.325,0.72,0.337,0.631,1,0.347,deceptive,0.259
SRC_00576,0.946,0.632,0.87,0.743,0.749,0,0.615,deceptive,0.395
SRC_00577,0.4,0.547,0.456,0.886,0.559,0,0.397,deceptive,0.288
SRC_00578,0.93,0.695,0.407,0.387,0.462,0,0.523,coerced,0.42
SRC_00579,0.635,0.796,0.889,0.703,0.207,0,0.642,uncertain,0.551
SRC_00580,0.476,0.763,0.827,0.572,0.533,0,0.505,coerced,0.354
SRC_00581,0.612,0.907,0.647,0.601,0.725,0,0.521,deceptive,0.369
SRC_00582,0.966,0.499,0.964,0.93,0.055,1,0.639,deceptive,0.569
SRC_00583,0.635,0.355,0.86,0.672,0.354,0,0.499,coerced,0.35
SRC_00584,0.524,0.613,0.981,0.364,0.119,1,0.443,deceptive,0.349
SRC_00585,0.731,0.283,0.958,0.947,0.648,1,0.426,deceptive,0.225
SRC_00586,0.463,0.417,0.689,0.428,0.491,0,0.372,coerced,0.264
SRC_00587,0.352,0.356,0.853,0.916,0.704,0,0.397,deceptive,0.196
SRC_00588,0.388,0.497,0.802,0.97,0.05,0,0.539,uncertain,0.59
SRC_00589,0.387,0.283,0.887,0.906,0.725,0,0.391,deceptive,0.138
SRC_00590,0.403,0.224,0.873,0.767,0.054,0,0.458,uncertain,0.47
SRC_00591,0.394,0.693,0.492,0.813,0.23,0,0.477,uncertain,0.401
SRC_00592,0.736,0.658,0.54,0.783,0.125,0,0.592,uncertain,0.556
SRC_00593,0.424,0.731,0.559,0.618,0.116,0,0.497,uncertain,0.502
SRC_00594,0.535,0.695,0.891,0.489,0.137,0,0.565,uncertain,0.399
SRC_00595,0.91,0.286,0.886,0.497,0.384,0,0.539,coerced,0.336
SRC_00596,0.622,0.418,0.697,0.805,0.627,0,0.457,deceptive,0.297
SRC_00597,0.754,0.297,0.748,0.732,0.719,0,0.452,deceptive,0.261
SRC_00598,0.417,0.832,0.896,0.704,0.454,1,0.45,deceptive,0.265
SRC_00599,0.431,0.76,0.588,0.75,0.126,0,0.53,uncertain,0.599
SRC_00600,0.328,0.351,0.43,0.835,0.063,0,0.388,uncertain,0.314
SRC_00601,0.415,0.456,0.69,0.816,0.395,0,0.44,coerced,0.315
SRC_00602,0.489,0.925,0.948,0.373,0.612,1,0.432,deceptive,0.336
SRC_00603,0.42,0.646,0.874,0.55,0.496,0,0.47,coerced,0.312
SRC_00604,0.36,0.801,0.62,0.482,0.466,0,0.435,coerced,0.275
SRC_00605,0.382,0.398,0.439,0.671,0.039,0,0.397,uncertain,0.407
SRC_00606,0.613,0.358,0.782,0.342,0.329,0,0.432,uncertain,0.313
SRC_00607,0.44,0.788,0.901,0.826,0.44,0,0.567,uncertain,0.477
SRC_00608,0.548,0.714,0.799,0.374,0.479,0,0.487,coerced,0.393
SRC_00609,0.642,0.711,0.655,0.487,0.004,0,0.574,uncertain,0.592
SRC_00610,0.769,0.614,0.474,0.84,0.16,0,0.581,uncertain,0.6
SRC_00611,0.327,0.623,0.946,0.336,0.76,1,0.279,deceptive,0.07
SRC_00612,0.844,0.752,0.566,0.756,0.407,1,0.507,deceptive,0.38
SRC_00613,0.727,0.403,0.535,0.938,0.563,0,0.482,deceptive,0.337
SRC_00614,0.356,0.465,0.89,0.726,0.247,0,0.473,uncertain,0.27
SRC_00615,0.894,0.854,0.989,0.792,0.468,0,0.728,uncertain,0.622
SRC_00616,0.926,0.432,0.796,0.847,0.285,0,0.629,uncertain,0.541
SRC_00617,0.342,0.61,0.775,0.453,0.238,0,0.442,uncertain,0.402
SRC_00618,0.488,0.727,0.592,0.701,0.329,0,0.502,uncertain,0.375
SRC_00619,0.848,0.95,0.412,0.513,0.368,0,0.596,uncertain,0.571
SRC_00620,0.809,0.526,0.515,0.472,0.265,0,0.508,uncertain,0.431
SRC_00621,0.425,0.521,0.751,0.433,0.206,0,0.442,uncertain,0.432
SRC_00622,0.442,0.832,0.491,0.704,0.499,0,0.47,coerced,0.32
SRC_00623,0.552,0.804,0.93,0.848,0.305,0,0.634,uncertain,0.581
SRC_00624,0.629,0.748,0.513,0.904,0.161,0,0.59,uncertain,0.472
SRC_00625,0.72,0.547,0.713,0.596,0.607,0,0.494,deceptive,0.232
SRC_00626,0.551,0.443,0.707,0.557,0.579,0,0.414,deceptive,0.259
SRC_00627,0.615,0.657,0.762,0.774,0.709,0,0.511,deceptive,0.333
SRC_00628,0.808,0.857,0.596,0.838,0.444,0,0.635,uncertain,0.519
SRC_00629,0.325,0.863,0.924,0.475,0.224,0,0.536,uncertain,0.466
SRC_00630,0.472,0.281,0.667,0.505,0.691,0,0.317,deceptive,0.124
SRC_00631,0.785,0.521,0.82,0.668,0.224,1,0.496,deceptive,0.474
SRC_00632,0.909,0.549,0.782,0.607,0.524,0,0.579,uncertain,0.537
SRC_00633,0.648,0.933,0.47,0.787,0.152,1,0.517,deceptive,0.608
SRC_00634,0.662,0.708,0.774,0.648,0.503,1,0.452,deceptive,0.381
SRC_00635,0.373,0.505,0.73,0.377,0.673,1,0.24,deceptive,0.0
SRC_00636,0.604,0.22,0.939,0.415,0.432,1,0.321,deceptive,0.266
SRC_00637,0.662,0.624,0.929,0.922,0.377,0,0.622,uncertain,0.58
SRC_00638,0.465,0.272,0.491,0.457,0.795,1,0.155,deceptive,0.0
SRC_00639,0.483,0.826,0.449,0.335,0.018,0,0.489,uncertain,0.531
SRC_00640,0.557,0.764,0.577,0.805,0.265,0,0.554,uncertain,0.506
SRC_00641,0.314,0.545,0.992,0.772,0.735,1,0.334,deceptive,0.15
SRC_00642,0.519,0.522,0.413,0.714,0.514,0,0.399,coerced,0.283
SRC_00643,0.444,0.873,0.804,0.647,0.434,1,0.444,deceptive,0.308
SRC_00644,0.523,0.416,0.765,0.969,0.51,0,0.483,coerced,0.264
SRC_00645,0.381,0.387,0.788,0.383,0.258,0,0.387,uncertain,0.229
SRC_00646,0.906,0.904,0.531,0.652,0.057,0,0.693,uncertain,0.725
SRC_00647,0.704,0.807,0.536,0.689,0.22,0,0.59,uncertain,0.484
SRC_00648,0.762,0.815,0.658,0.316,0.269,0,0.571,uncertain,0.427
SRC_00649,0.837,0.346,0.458,0.584,0.384,0,0.459,coerced,0.286
SRC_00650,0.639,0.307,0.445,0.84,0.315,1,0.336,deceptive,0.233
SRC_00651,0.359,0.22,0.453,0.625,0.417,0,0.284,coerced,0.256
SRC_00652,0.665,0.378,0.744,0.904,0.157,0,0.555,uncertain,0.508
SRC_00653,0.699,0.781,0.639,0.745,0.147,0,0.622,uncertain,0.514
SRC_00654,0.807,0.38,0.576,0.829,0.281,0,0.534,uncertain,0.538
SRC_00655,0.594,0.747,0.589,0.855,0.379,1,0.454,deceptive,0.376
SRC_00656,0.387,0.389,0.524,0.776,0.273,0,0.394,uncertain,0.308
SRC_00657,0.493,0.496,0.647,0.817,0.461,0,0.455,coerced,0.364
SRC_00658,0.547,0.937,0.522,0.78,0.248,1,0.483,deceptive,0.422
SRC_00659,0.739,0.384,0.819,0.68,0.142,1,0.462,deceptive,0.391
SRC_00660,0.688,0.482,0.474,0.691,0.69,0,0.422,deceptive,0.222
SRC_00661,0.542,0.426,0.969,0.431,0.16,0,0.504,uncertain,0.402
SRC_00662,0.971,0.282,0.454,0.871,0.773,0,0.467,deceptive,0.25
SRC_00663,0.712,0.567,0.966,0.515,0.79,0,0.507,deceptive,0.356
SRC_00664,0.461,0.484,0.9,0.67,0.557,1,0.356,deceptive,0.262
